Frame,Hand,Label,handDeltaX,handDeltaY,handDeltaZ,thumb1X,thumb1Y,thumb1Z,thumb2X,thumb2Y,thumb2Z,thumb3X,thumb3Y,thumb3Z,index1X,index1Y,index1Z,index2X,index2Y,index2Z,index3X,index3Y,index3Z,middle1X,middle1Y,middle1Z,middle2X,middle2Y,middle2Z,middle3X,middle3Y,middle3Z,ring1X,ring1Y,ring1Z,ring2X,ring2Y,ring2Z,ring3X,ring3Y,ring3Z,pinky1X,pinky1Y,pinky1Z,pinky2X,pinky2Y,pinky2Z,pinky3X,pinky3Y,pinky3Z,second1X,second1Y,second1Z,second2X,second2Y,second2Z,second3X,second3Y,second3Z,second4X,second4Y,second4Z,third1X,third1Y,third1Z,third2X,third2Y,third2Z,third3X,third3Y,third3Z,third4X,third4Y,third4Z,wristUp,wristDown,palmDown,palmUp,palmTowardsFace,palmAwayFromFace,fingersUp,fingersDown,pinchClear
0,right,idle,0,0,0,-0.02029836,0.01180851,-0.01276982,-0.02447221,0.02182508,-0.01215255,-0.01629649,0.03175032,-0.006887853,-0.01361942,0.06673169,-0.04741818,-0.01659626,0.03651977,-0.007415414,-0.0171051,0.01928735,0.00432843,0.004665017,0.07486856,-0.03411382,-0.02009058,0.04148138,-0.002729595,-0.02011034,0.02061319,0.006978422,0.01455921,0.07725465,-0.01419425,-0.01311556,0.03969538,-0.003390104,-0.01837829,0.02136946,0.00474295,0.02115732,0.07587659,0.008315384,-0.006899029,0.03221548,-0.002519995,-0.01425859,0.01600325,0.004224986,-0.01455489,-0.06961787,0.02991122,-0.01479012,-0.01309848,-0.01799017,-0.01686922,-0.0006000996,-0.01925907,-0.01281464,0.008857965,-0.02337974,-0.01374628,-0.05715489,0.01869494,-0.01178488,-0.01442432,-0.02064016,-0.01860127,-0.001356363,-0.01702359,-0.01693434,0.01422417,-0.02286178,135.9011,44.0989,90.17496,89.82504,129.779,50.221,45.90163,134.0984,57.7643
1,right,idle,0,0,0,-0.02029836,0.01180851,-0.01276982,-0.02447221,0.02182508,-0.01215255,-0.01629649,0.03175032,-0.006887853,-0.01361942,0.06673169,-0.04741818,-0.01659626,0.03651977,-0.007415414,-0.0171051,0.01928735,0.00432843,0.004665017,0.07486856,-0.03411382,-0.02009058,0.04148138,-0.002729595,-0.02011034,0.02061319,0.006978422,0.01455921,0.07725465,-0.01419425,-0.01311556,0.03969538,-0.003390104,-0.01837829,0.02136946,0.00474295,0.02115732,0.07587659,0.008315384,-0.006899029,0.03221548,-0.002519995,-0.01425859,0.01600325,0.004224986,-0.01455489,-0.06961787,0.02991122,-0.01479012,-0.01309848,-0.01799017,-0.01686922,-0.0006000996,-0.01925907,-0.01281464,0.008857965,-0.02337974,-0.01374628,-0.05715489,0.01869494,-0.01178488,-0.01442432,-0.02064016,-0.01860127,-0.001356363,-0.01702359,-0.01693434,0.01422417,-0.02286178,135.2436,44.7564,90.49648,89.50352,126.9251,53.07488,45.24789,134.7521,56.00382
2,right,idle,0,0,0,-0.02029836,0.01180851,-0.01276982,-0.02447221,0.02182508,-0.01215255,-0.01629649,0.03175032,-0.006887853,-0.01361942,0.06673169,-0.04741818,-0.01659626,0.03651977,-0.007415414,-0.0171051,0.01928735,0.00432843,0.004665017,0.07486856,-0.03411382,-0.02009058,0.04148138,-0.002729595,-0.02011034,0.02061319,0.006978422,0.01455921,0.07725465,-0.01419425,-0.01311556,0.03969538,-0.003390104,-0.01837829,0.02136946,0.00474295,0.02115732,0.07587659,0.008315384,-0.006899029,0.03221548,-0.002519995,-0.01425859,0.01600325,0.004224986,-0.01455489,-0.06961787,0.02991122,-0.01479012,-0.01309848,-0.01799017,-0.01686922,-0.0006000996,-0.01925907,-0.01281464,0.008857965,-0.02337974,-0.01374628,-0.05715489,0.01869494,-0.01178488,-0.01442432,-0.02064016,-0.01860127,-0.001356363,-0.01702359,-0.01693434,0.01422417,-0.02286178,134.8193,45.18071,90.58513,89.41487,123.6741,56.32595,44.82526,135.1747,54.10686
3,right,idle,0,0,0,-0.02029836,0.01180851,-0.01276982,-0.02447221,0.02182508,-0.01215255,-0.01629649,0.03175032,-0.006887853,-0.01361942,0.06673169,-0.04741818,-0.01659626,0.03651977,-0.007415414,-0.0171051,0.01928735,0.00432843,0.004665017,0.07486856,-0.03411382,-0.02009058,0.04148138,-0.002729595,-0.02011034,0.02061319,0.006978422,0.01455921,0.07725465,-0.01419425,-0.01311556,0.03969538,-0.003390104,-0.01837829,0.02136946,0.00474295,0.02115732,0.07587659,0.008315384,-0.006899029,0.03221548,-0.002519995,-0.01425859,0.01600325,0.004224986,-0.01455489,-0.06961787,0.02991122,-0.01479012,-0.01309848,-0.01799017,-0.01686922,-0.0006000996,-0.01925907,-0.01281464,0.008857965,-0.02337974,-0.01374628,-0.05715489,0.01869494,-0.01178488,-0.01442432,-0.02064016,-0.01860127,-0.001356363,-0.01702359,-0.01693434,0.01422417,-0.02286178,134.376,45.62403,90.90031,89.09969,120.0032,59.99676,44.39011,135.6099,52.16494
4,right,idle,0,0,0,-0.02029836,0.01180851,-0.01276982,-0.02447221,0.02182508,-0.01215255,-0.01629649,0.03175032,-0.006887853,-0.01361942,0.06673169,-0.04741818,-0.01659626,0.03651977,-0.007415414,-0.0171051,0.01928735,0.00432843,0.004665017,0.07486856,-0.03411382,-0.02009058,0.04148138,-0.002729595,-0.02011034,0.02061319,0.006978422,0.01455921,0.07725465,-0.01419425,-0.01311556,0.03969538,-0.003390104,-0.01837829,0.02136946,0.00474295,0.02115732,0.07587659,0.008315384,-0.006899029,0.03221548,-0.002519995,-0.01425859,0.01600325,0.004224986,-0.01455489,-0.06961787,0.02991122,-0.01479012,-0.01309848,-0.01799017,-0.01686922,-0.0006000996,-0.01925907,-0.01281464,0.008857965,-0.02337974,-0.01374628,-0.05715489,0.01869494,-0.01178488,-0.01442432,-0.02064016,-0.01860127,-0.001356363,-0.01702359,-0.01693434,0.01422417,-0.02286178,133.9413,46.05866,91.08769,88.91232,116.6663,63.33366,43.962,136.038,50.40091
5,right,idle,0,0,0,-0.02029836,0.01180851,-0.01276982,-0.02447221,0.02182508,-0.01215255,-0.01629649,0.03175032,-0.006887853,-0.01361942,0.06673169,-0.04741818,-0.01659626,0.03651977,-0.007415414,-0.0171051,0.01928735,0.00432843,0.004665017,0.07486856,-0.03411382,-0.02009058,0.04148138,-0.002729595,-0.02011034,0.02061319,0.006978422,0.01455921,0.07725465,-0.01419425,-0.01311556,0.03969538,-0.003390104,-0.01837829,0.02136946,0.00474295,0.02115732,0.07587659,0.008315384,-0.006899029,0.03221548,-0.002519995,-0.01425859,0.01600325,0.004224986,-0.01455489,-0.06961787,0.02991122,-0.01479012,-0.01309848,-0.01799017,-0.01686922,-0.0006000996,-0.01925907,-0.01281464,0.008857965,-0.02337974,-0.01374628,-0.05715489,0.01869494,-0.01178488,-0.01442432,-0.02064016,-0.01860127,-0.001356363,-0.01702359,-0.01693434,0.01422417,-0.02286178,133.5354,46.46463,91.42928,88.57072,114.1607,65.83928,43.57105,136.429,49.14243
6,right,idle,0,0,0,-0.02029836,0.01180851,-0.01276982,-0.02447221,0.02182508,-0.01215255,-0.01629649,0.03175032,-0.006887853,-0.01361942,0.06673169,-0.04741818,-0.01659626,0.03651977,-0.007415414,-0.0171051,0.01928735,0.00432843,0.004665017,0.07486856,-0.03411382,-0.02009058,0.04148138,-0.002729595,-0.02011034,0.02061319,0.006978422,0.01455921,0.07725465,-0.01419425,-0.01311556,0.03969538,-0.003390104,-0.01837829,0.02136946,0.00474295,0.02115732,0.07587659,0.008315384,-0.006899029,0.03221548,-0.002519995,-0.01425859,0.01600325,0.004224986,-0.01455489,-0.06961787,0.02991122,-0.01479012,-0.01309848,-0.01799017,-0.01686922,-0.0006000996,-0.01925907,-0.01281464,0.008857965,-0.02337974,-0.01374628,-0.05715489,0.01869494,-0.01178488,-0.01442432,-0.02064016,-0.01860127,-0.001356363,-0.01702359,-0.01693434,0.01422417,-0.02286178,133.4014,46.59857,91.63981,88.36019,111.5391,68.46086,43.44843,136.5516,48.06368
7,right,idle,0,0,0,-0.02029836,0.01180851,-0.01276982,-0.02447221,0.02182508,-0.01215255,-0.01629649,0.03175032,-0.006887853,-0.01361942,0.06673169,-0.04741818,-0.01659626,0.03651977,-0.007415414,-0.0171051,0.01928735,0.00432843,0.004665017,0.07486856,-0.03411382,-0.02009058,0.04148138,-0.002729595,-0.02011034,0.02061319,0.006978422,0.01455921,0.07725465,-0.01419425,-0.01311556,0.03969538,-0.003390104,-0.01837829,0.02136946,0.00474295,0.02115732,0.07587659,0.008315384,-0.006899029,0.03221548,-0.002519995,-0.01425859,0.01600325,0.004224986,-0.01455489,-0.06961787,0.02991122,-0.01479012,-0.01309848,-0.01799017,-0.01686922,-0.0006000996,-0.01925907,-0.01281464,0.008857965,-0.02337974,-0.01374628,-0.05715489,0.01869494,-0.01178488,-0.01442432,-0.02064016,-0.01860127,-0.001356363,-0.01702359,-0.01693434,0.01422417,-0.02286178,133.1299,46.87013,91.96424,88.03576,108.6255,71.3745,43.19732,136.8027,46.86753
8,right,idle,0,0,0,-0.02029836,0.01180851,-0.01276982,-0.02447221,0.02182508,-0.01215255,-0.01629649,0.03175032,-0.006887853,-0.01361942,0.06673169,-0.04741818,-0.01659626,0.03651977,-0.007415414,-0.0171051,0.01928735,0.00432843,0.004665017,0.07486856,-0.03411382,-0.02009058,0.04148138,-0.002729595,-0.02011034,0.02061319,0.006978422,0.01455921,0.07725465,-0.01419425,-0.01311556,0.03969538,-0.003390104,-0.01837829,0.02136946,0.00474295,0.02115732,0.07587659,0.008315384,-0.006899029,0.03221548,-0.002519995,-0.01425859,0.01600325,0.004224986,-0.01455489,-0.06961787,0.02991122,-0.01479012,-0.01309848,-0.01799017,-0.01686922,-0.0006000996,-0.01925907,-0.01281464,0.008857965,-0.02337974,-0.01374628,-0.05715489,0.01869494,-0.01178488,-0.01442432,-0.02064016,-0.01860127,-0.001356363,-0.01702359,-0.01693434,0.01422417,-0.02286178,132.6521,47.34785,92.45529,87.54472,106.2897,73.71026,42.75763,137.2424,45.79782
9,right,idle,0,0,0,-0.02029836,0.01180851,-0.01276982,-0.02447221,0.02182508,-0.01215255,-0.01629649,0.03175032,-0.006887853,-0.01361942,0.06673169,-0.04741818,-0.01659626,0.03651977,-0.007415414,-0.0171051,0.01928735,0.00432843,0.004665017,0.07486856,-0.03411382,-0.02009058,0.04148138,-0.002729595,-0.02011034,0.02061319,0.006978422,0.01455921,0.07725465,-0.01419425,-0.01311556,0.03969538,-0.003390104,-0.01837829,0.02136946,0.00474295,0.02115732,0.07587659,0.008315384,-0.006899029,0.03221548,-0.002519995,-0.01425859,0.01600325,0.004224986,-0.01455489,-0.06961787,0.02991122,-0.01479012,-0.01309848,-0.01799017,-0.01686922,-0.0006000996,-0.01925907,-0.01281464,0.008857965,-0.02337974,-0.01374628,-0.05715489,0.01869494,-0.01178488,-0.01442432,-0.02064016,-0.01860127,-0.001356363,-0.01702359,-0.01693434,0.01422417,-0.02286178,132.3015,47.69852,92.5054,87.4946,104.436,75.56405,42.41143,137.5886,44.90324
