Frame,Joint,PositionX,PositionY,PositionZ,Label,Hand
0,HandStart,0.30866,0.7016101,0.0949716,idle,right
0,HandThumb0,0.3150667,0.7246197,0.1082894,idle,right
0,HandThumb1,0.3291519,0.7459011,0.1162421,idle,right
0,HandThumb2,0.3425121,0.7735221,0.1330198,idle,right
0,HandIndex1,0.3415273,0.7567329,0.1800925,idle,right
0,HandIndex2,0.3203568,0.7912842,0.1847976,idle,right
0,HandMiddle1,0.3242642,0.7421567,0.1882812,idle,right
0,HandMiddle2,0.300901,0.781644,0.1831152,idle,right
0,HandRing1,0.3034966,0.7339822,0.1867765,idle,right
0,HandRing2,0.2851805,0.770442,0.1770588,idle,right
0,HandPinky0,0.2880554,0.7125458,0.1338758,idle,right
0,HandPinky1,0.2818129,0.727863,0.1801066,idle,right
0,HandPinky2,0.2734387,0.7582648,0.1702387,idle,right
0,HandThumb3,0.3408891,0.7966635,0.161001,idle,right
0,HandIndex3,0.3176677,0.7846753,0.1596499,idle,right
0,HandMiddle3,0.3019743,0.7735212,0.1546389,idle,right
0,HandRing3,0.2892777,0.762402,0.1499391,idle,right
0,HandPinky3,0.2761956,0.7524303,0.1493673,idle,right
1,HandStart,0.3085619,0.7016332,0.09497333,idle,right
1,HandThumb0,0.3149741,0.724642,0.1082899,idle,right
1,HandThumb1,0.3290656,0.7459207,0.1162384,idle,right
1,HandThumb2,0.3424379,0.7735369,0.1330144,idle,right
1,HandIndex1,0.3414559,0.7567515,0.1800868,idle,right
1,HandIndex2,0.3202923,0.7913047,0.1848094,idle,right
1,HandMiddle1,0.3241937,0.7421766,0.1882797,idle,right
1,HandMiddle2,0.300833,0.7816673,0.183128,idle,right
1,HandRing1,0.303425,0.734004,0.1867801,idle,right
1,HandRing2,0.2851091,0.7704657,0.1770692,idle,right
1,HandPinky0,0.2879683,0.7125698,0.1338831,idle,right
1,HandPinky1,0.281739,0.7278867,0.1801157,idle,right
1,HandPinky2,0.2733645,0.7582898,0.1702516,idle,right
1,HandThumb3,0.3408134,0.7966718,0.1610008,idle,right
1,HandIndex3,0.3175945,0.7847015,0.159661,idle,right
1,HandMiddle3,0.3018968,0.7735471,0.1546506,idle,right
1,HandRing3,0.2892008,0.762428,0.1499479,idle,right
1,HandPinky3,0.276118,0.7524582,0.1493787,idle,right
2,HandStart,0.3083078,0.7016876,0.09509069,idle,right
2,HandThumb0,0.314735,0.7246958,0.1084011,idle,right
2,HandThumb1,0.3288369,0.7459712,0.11634,idle,right
2,HandThumb2,0.3422268,0.7735841,0.1331074,idle,right
2,HandIndex1,0.3412654,0.756805,0.1801801,idle,right
2,HandIndex2,0.3201229,0.7913673,0.1849303,idle,right
2,HandMiddle1,0.3240023,0.7422372,0.1883838,idle,right
2,HandMiddle2,0.3006535,0.7817373,0.1832503,idle,right
2,HandRing1,0.30323,0.7340718,0.1868961,idle,right
2,HandRing2,0.2849215,0.7705395,0.1771935,idle,right
2,HandPinky0,0.2877382,0.7126365,0.1340097,idle,right
2,HandPinky1,0.2815384,0.7279614,0.1802436,idle,right
2,HandPinky2,0.2731692,0.7583675,0.1703842,idle,right
2,HandThumb3,0.3406075,0.796716,0.1610966,idle,right
2,HandIndex3,0.3174025,0.7847732,0.159782,idle,right
2,HandMiddle3,0.3016978,0.7736176,0.154772,idle,right
2,HandRing3,0.2889992,0.7624986,0.150071,idle,right
2,HandPinky3,0.2759117,0.7525365,0.1495097,idle,right
3,HandStart,0.3081455,0.7018096,0.09504187,idle,right
3,HandThumb0,0.3145856,0.7248176,0.1083464,idle,right
3,HandThumb1,0.3286953,0.7460912,0.1162764,idle,right
3,HandThumb2,0.3421,0.7737015,0.133036,idle,right
3,HandIndex1,0.341162,0.7569277,0.180108,idle,right
3,HandIndex2,0.3200386,0.7914972,0.1848905,idle,right
3,HandMiddle1,0.3238995,0.7423652,0.1883224,idle,right
3,HandMiddle2,0.3005587,0.7818726,0.1832085,idle,right
3,HandRing1,0.3031243,0.7342049,0.1868464,idle,right
3,HandRing2,0.2848197,0.7706772,0.1771539,idle,right
3,HandPinky0,0.2875992,0.7127679,0.1339706,idle,right
3,HandPinky1,0.2814276,0.7280993,0.1802061,idle,right
3,HandPinky2,0.2730607,0.7585083,0.1703536,idle,right
3,HandThumb3,0.3404862,0.79683,0.1610284,idle,right
3,HandIndex3,0.3172942,0.7849146,0.1597418,idle,right
3,HandMiddle3,0.3015851,0.7737523,0.1547297,idle,right
3,HandRing3,0.2888837,0.7626333,0.1500303,idle,right
3,HandPinky3,0.2757934,0.7526778,0.1494776,idle,right
4,HandStart,0.3080888,0.7020046,0.09480757,idle,right
4,HandThumb0,0.3145372,0.7250128,0.1081076,idle,right
4,HandThumb1,0.3286505,0.7462869,0.1160302,idle,right
4,HandThumb2,0.3420651,0.7738954,0.132785,idle,right
4,HandIndex1,0.3411514,0.757125,0.1798544,idle,right
4,HandIndex2,0.320042,0.7916979,0.1846741,idle,right
4,HandMiddle1,0.3238918,0.7425642,0.1880781,idle,right
4,HandMiddle2,0.300552,0.782075,0.1829852,idle,right
4,HandRing1,0.3031153,0.7344054,0.1866128,idle,right
4,HandRing2,0.2848083,0.7708798,0.1769325,idle,right
4,HandPinky0,0.2875625,0.7129666,0.1337458,idle,right
4,HandPinky1,0.2814149,0.7283011,0.1799835,idle,right
4,HandPinky2,0.273045,0.7587124,0.1701407,idle,right
4,HandThumb3,0.340457,0.7970193,0.1607814,idle,right
4,HandIndex3,0.317274,0.7851297,0.1595242,idle,right
4,HandMiddle3,0.3015646,0.7739529,0.1545063,idle,right
4,HandRing3,0.288861,0.762834,0.1498077,idle,right
4,HandPinky3,0.2757707,0.7528824,0.1492637,idle,right
5,HandStart,0.3080982,0.702118,0.09470505,idle,right
5,HandThumb0,0.3145478,0.725127,0.1080032,idle,right
5,HandThumb1,0.3286606,0.7464029,0.1159214,idle,right
5,HandThumb2,0.3420781,0.7740115,0.1326736,idle,right
5,HandIndex1,0.341181,0.7572421,0.1797415,idle,right
5,HandIndex2,0.3200756,0.7918132,0.1845919,idle,right
5,HandMiddle1,0.3239261,0.7426791,0.1879707,idle,right
5,HandMiddle2,0.3005796,0.7821876,0.1828914,idle,right
5,HandRing1,0.3031501,0.7345175,0.1865121,idle,right
5,HandRing2,0.2848349,0.7709901,0.1768411,idle,right
5,HandPinky0,0.2875831,0.7130769,0.13365,idle,right
5,HandPinky1,0.2814484,0.7284103,0.1798898,idle,right
5,HandPinky2,0.273071,0.7588222,0.1700555,idle,right
5,HandThumb3,0.340476,0.7971332,0.1606723,idle,right
5,HandIndex3,0.3172935,0.7852561,0.1594407,idle,right
5,HandMiddle3,0.3015869,0.774062,0.1544135,idle,right
5,HandRing3,0.2888827,0.7629436,0.1497159,idle,right
5,HandPinky3,0.2757936,0.7529926,0.1491781,idle,right
6,HandStart,0.3081433,0.70215,0.09461379,idle,right
6,HandThumb0,0.3145888,0.7251596,0.1079128,idle,right
6,HandThumb1,0.3286962,0.746439,0.1158316,idle,right
6,HandThumb2,0.3421078,0.7740492,0.1325858,idle,right
6,HandIndex1,0.3412208,0.7572764,0.1796509,idle,right
6,HandIndex2,0.3201146,0.7918434,0.1845269,idle,right
