Frame,Joint,PositionX,PositionY,PositionZ,Label,Hand
0,HandStart,0.2919793,0.9429774,0.2366539,idle,right
0,HandThumb0,0.2892534,0.966005,0.2493427,idle,right
0,HandThumb1,0.289187,0.9907618,0.256737,idle,right
0,HandThumb2,0.2836219,1.020394,0.272017,idle,right
0,HandIndex1,0.3143647,1.010595,0.3111134,idle,right
0,HandIndex2,0.3101944,1.031591,0.3442278,idle,right
0,HandMiddle1,0.3106563,0.9904501,0.3220676,idle,right
0,HandMiddle2,0.3000512,1.012112,0.3596173,idle,right
0,HandRing1,0.2982304,0.9731332,0.3257034,idle,right
0,HandRing2,0.2847826,0.9912269,0.359399,idle,right
0,HandPinky0,0.2817561,0.9441565,0.2792749,idle,right
0,HandPinky1,0.2825758,0.9566915,0.3250421,idle,right
0,HandPinky2,0.2726446,0.9682147,0.3531244,idle,right
0,HandThumb3,0.2786005,1.046264,0.2952517,idle,right
0,HandIndex3,0.2991375,1.046059,0.3617448,idle,right
0,HandMiddle3,0.2851024,1.027514,0.3785811,idle,right
0,HandRing3,0.2679231,1.006455,0.3751179,idle,right
0,HandPinky3,0.2591296,0.9793171,0.3649558,idle,right
1,HandStart,0.2936735,0.941341,0.2391139,idle,right
1,HandThumb0,0.2897697,0.9628662,0.2539507,idle,right
1,HandThumb1,0.2882008,0.9867745,0.2636208,idle,right
1,HandThumb2,0.2812524,1.014405,0.2818093,idle,right
1,HandIndex1,0.3137554,1.003392,0.3188878,idle,right
1,HandIndex2,0.3094482,1.020949,0.3539304,idle,right
1,HandMiddle1,0.3118351,0.9821221,0.3280242,idle,right
1,HandMiddle2,0.3010215,0.9995162,0.3676751,idle,right
1,HandRing1,0.3007804,0.9636892,0.3303735,idle,right
1,HandRing2,0.2873121,0.9776444,0.3659751,idle,right
1,HandPinky0,0.2848273,0.9379113,0.2819209,idle,right
1,HandPinky1,0.2863015,0.9462796,0.3286138,idle,right
1,HandPinky2,0.2765364,0.9544092,0.3579154,idle,right
1,HandThumb3,0.2753309,1.037501,0.3076122,idle,right
1,HandIndex3,0.2976105,1.032966,0.372742,idle,right
1,HandMiddle3,0.285615,1.012044,0.3883156,idle,right
1,HandRing3,0.2698947,0.9901657,0.3833843,idle,right
1,HandPinky3,0.2626261,0.9634069,0.3710091,idle,right
2,HandStart,0.2938424,0.9398583,0.2393204,idle,right
2,HandThumb0,0.2876872,0.9595891,0.2557982,idle,right
2,HandThumb1,0.2838158,0.9823791,0.2673395,idle,right
2,HandThumb2,0.2742319,1.007697,0.28758,idle,right
2,HandIndex1,0.3065493,0.9963496,0.3245541,idle,right
2,HandIndex2,0.3001343,1.010398,0.3608342,idle,right
2,HandMiddle1,0.3063989,0.9742849,0.3318143,idle,right
2,HandMiddle2,0.2932293,0.9871975,0.3724532,idle,right
2,HandRing1,0.2970317,0.9548037,0.3322974,idle,right
2,HandRing2,0.2816162,0.9643806,0.3685502,idle,right
2,HandPinky0,0.2844849,0.9319747,0.2814243,idle,right
2,HandPinky1,0.2842446,0.9363857,0.328678,idle,right
2,HandPinky2,0.2731133,0.9409317,0.3582662,idle,right
2,HandThumb3,0.2658543,1.027807,0.3151426,idle,right
