Frame,Joint,PositionX,PositionY,PositionZ,Label,Hand
0,HandStart,-0.2614734,0.6716058,-0.003309608,pick,right
0,HandThumb0,-0.2859007,0.663754,0.005528771,pick,right
0,HandThumb1,-0.3109392,0.6595146,0.01319385,pick,right
0,HandThumb2,-0.3425684,0.6455581,0.01620761,pick,right
0,HandIndex1,-0.3275157,0.6293426,0.06770787,pick,right
0,HandIndex2,-0.3569747,0.6022895,0.06145726,pick,right
0,HandMiddle1,-0.3096366,0.6136917,0.06567658,pick,right
0,HandMiddle2,-0.3354295,0.5797005,0.08236862,pick,right
0,HandRing1,-0.2964365,0.6011376,0.05299153,pick,right
0,HandRing2,-0.3139834,0.5702283,0.07465149,pick,right
0,HandPinky0,-0.268937,0.6290454,0.00930974,pick,right
0,HandPinky1,-0.2846736,0.5911126,0.03553189,pick,right
0,HandPinky2,-0.293838,0.5659596,0.05446562,pick,right
0,HandThumb3,-0.369399,0.6223795,0.02282973,pick,right
0,HandIndex3,-0.3732553,0.5916092,0.04431718,pick,right
0,HandMiddle3,-0.3553968,0.5582924,0.08513608,pick,right
0,HandRing3,-0.3304915,0.549011,0.08369432,pick,right
0,HandPinky3,-0.302623,0.5480949,0.06304875,pick,right
1,HandStart,-0.2605242,0.6708947,-0.0003275871,pick,right
1,HandThumb0,-0.2848645,0.6626957,0.008435192,pick,right
1,HandThumb1,-0.3098494,0.6580967,0.01606753,pick,right
1,HandThumb2,-0.3413346,0.6437842,0.01891536,pick,right
1,HandIndex1,-0.3260596,0.62701,0.07017399,pick,right
1,HandIndex2,-0.3553208,0.5998042,0.06366272,pick,right
1,HandMiddle1,-0.3080443,0.6115518,0.06788582,pick,right
1,HandMiddle2,-0.33346,0.5770601,0.0841237,pick,right
1,HandRing1,-0.2947545,0.599303,0.05499779,pick,right
1,HandRing2,-0.3119208,0.567862,0.07619249,pick,right
1,HandPinky0,-0.2675833,0.6280898,0.01168252,pick,right
1,HandPinky1,-0.2829328,0.5896394,0.03737484,pick,right
1,HandPinky2,-0.2918475,0.5640635,0.05585605,pick,right
1,HandThumb3,-0.3680154,0.6203556,0.02525678,pick,right
1,HandIndex3,-0.3715452,0.5892282,0.04640498,pick,right
1,HandMiddle3,-0.3532162,0.5554206,0.08658984,pick,right
1,HandRing3,-0.3281707,0.5463244,0.08494131,pick,right
1,HandPinky3,-0.3004634,0.5459655,0.06411567,pick,right
2,HandStart,-0.2590705,0.6707748,0.001600087,pick,right
2,HandThumb0,-0.283331,0.6622849,0.01030687,pick,right
2,HandThumb1,-0.3082717,0.6573451,0.01787068,pick,right
2,HandThumb2,-0.3395774,0.6426216,0.02059942,pick,right
2,HandIndex1,-0.3242148,0.6259795,0.0718912,pick,right
2,HandIndex2,-0.3531927,0.5985051,0.06524187,pick,right
2,HandMiddle1,-0.3060277,0.6107265,0.06958576,pick,right
2,HandMiddle2,-0.3310827,0.5758836,0.0856333,pick,right
2,HandRing1,-0.2925866,0.5986598,0.05668272,pick,right
2,HandRing2,-0.3094136,0.5669062,0.07768258,pick,right
2,HandPinky0,-0.2656749,0.6278621,0.01348366,pick,right
2,HandPinky1,-0.2806356,0.589175,0.0390498,pick,right
2,HandPinky2,-0.2893361,0.5633766,0.05732252,pick,right
2,HandThumb3,-0.3660447,0.6189223,0.02682899,pick,right
2,HandIndex3,-0.3692569,0.58784,0.04788942,pick,right
2,HandMiddle3,-0.3506151,0.5540228,0.08792401,pick,right
2,HandRing3,-0.3254219,0.5451313,0.08628805,pick,right
2,HandPinky3,-0.2977952,0.5451314,0.06541888,pick,right
3,HandStart,-0.2576992,0.6693333,0.003283918,pick,right
3,HandThumb0,-0.2818529,0.66062,0.01206669,pick,right
3,HandThumb1,-0.3067142,0.6554087,0.01970916,pick,right
3,HandThumb2,-0.3378758,0.6403878,0.02246713,pick,right
3,HandIndex1,-0.322149,0.623635,0.0736339,pick,right
3,HandIndex2,-0.3509946,0.5960307,0.06694735,pick,right
3,HandMiddle1,-0.3038706,0.6085231,0.07113033,pick,right
3,HandMiddle2,-0.3286098,0.5733794,0.08701102,pick,right
3,HandRing1,-0.2904179,0.5966333,0.05807608,pick,right
3,HandRing2,-0.3069224,0.5645621,0.07884799,pick,right
3,HandPinky0,-0.263944,0.6263,0.01492299,pick,right
3,HandPinky1,-0.2784988,0.5873457,0.04031708,pick,right
3,HandPinky2,-0.286997,0.5612945,0.05832446,pick,right
3,HandThumb3,-0.3641711,0.6164899,0.02866573,pick,right
3,HandIndex3,-0.3670619,0.5854061,0.04957294,pick,right
3,HandMiddle3,-0.3480016,0.5513789,0.08915468,pick,right
3,HandRing3,-0.3227439,0.542593,0.08730432,pick,right
3,HandPinky3,-0.2953415,0.542913,0.06622902,pick,right
4,HandStart,-0.2560022,0.6665709,0.004844368,pick,right
4,HandThumb0,-0.280022,0.6576914,0.01382575,pick,right
4,HandThumb1,-0.3047672,0.6522833,0.02170492,pick,right
4,HandThumb2,-0.3358436,0.6371145,0.02460952,pick,right
4,HandIndex1,-0.3194262,0.6197513,0.0753891,pick,right
4,HandIndex2,-0.3483421,0.5922221,0.06869696,pick,right
4,HandMiddle1,-0.3011615,0.6047074,0.07241926,pick,right
4,HandMiddle2,-0.3256361,0.569284,0.08808707,pick,right
4,HandRing1,-0.2878697,0.5930303,0.05901291,pick,right
4,HandRing2,-0.3040512,0.5605824,0.07945131,pick,right
4,HandPinky0,-0.2620263,0.6233631,0.01594083,pick,right
4,HandPinky1,-0.276179,0.5840208,0.04096127,pick,right
4,HandPinky2,-0.2844733,0.5576325,0.05856837,pick,right
4,HandThumb3,-0.3620504,0.6131139,0.03078611,pick,right
4,HandIndex3,-0.3646154,0.581855,0.05135886,pick,right
4,HandMiddle3,-0.3449835,0.5472321,0.09010024,pick,right
4,HandRing3,-0.3197333,0.5384451,0.08772661,pick,right
4,HandPinky3,-0.2927374,0.5391041,0.06621034,pick,right
5,HandStart,-0.2551951,0.6644518,0.005690157,pick,right
5,HandThumb0,-0.2790932,0.6553555,0.01477861,pick,right
5,HandThumb1,-0.3037471,0.6496809,0.0227559,pick,right
5,HandThumb2,-0.3346637,0.6341969,0.02570148,pick,right
5,HandIndex1,-0.3178502,0.616921,0.07644612,pick,right
5,HandIndex2,-0.3466201,0.5892194,0.06983692,pick,right
5,HandMiddle1,-0.2994839,0.6020314,0.07332899,pick,right
5,HandMiddle2,-0.3235843,0.5663722,0.08904213,pick,right
5,HandRing1,-0.2861755,0.5905,0.05981347,pick,right
5,HandRing2,-0.3019694,0.5578266,0.08019571,pick,right
5,HandPinky0,-0.2608148,0.6211648,0.01668958,pick,right
5,HandPinky1,-0.2745152,0.5816372,0.04166973,pick,right
5,HandPinky2,-0.2825487,0.555074,0.05913427,pick,right
5,HandThumb3,-0.3606914,0.6100068,0.03189673,pick,right
5,HandIndex3,-0.3629058,0.5787898,0.05254776,pick,right
5,HandMiddle3,-0.3427563,0.5441693,0.09107255,pick,right
5,HandRing3,-0.3174227,0.5355216,0.08845109,pick,right
5,HandPinky3,-0.2906579,0.5364375,0.06667846,pick,right
6,HandStart,-0.2557836,0.6621121,0.006106913,pick,right
6,HandThumb0,-0.2796237,0.652967,0.01529801,pick,right
6,HandThumb1,-0.3042477,0.6471722,0.02328116,pick,right
6,HandThumb2,-0.3349981,0.6313776,0.02631846,pick,right
6,HandIndex1,-0.3182402,0.6155019,0.07764646,pick,right
6,HandIndex2,-0.3467438,0.5874305,0.0714571,pick,right
6,HandMiddle1,-0.2997054,0.6007421,0.07493587,pick,right
6,HandMiddle2,-0.3234813,0.5652152,0.09142374,pick,right
6,HandRing1,-0.2862186,0.5890553,0.0617343,pick,right
6,HandRing2,-0.3016754,0.5566757,0.08283125,pick,right
6,HandPinky0,-0.2609958,0.6190227,0.01804295,pick,right
6,HandPinky1,-0.2743879,0.5799162,0.04383967,pick,right
6,HandPinky2,-0.2821931,0.5536257,0.061813,pick,right
6,HandThumb3,-0.3608671,0.607106,0.03285014,pick,right
6,HandIndex3,-0.3628252,0.5764925,0.05429144,pick,right
6,HandMiddle3,-0.3424333,0.5428693,0.09390207,pick,right
6,HandRing3,-0.316882,0.5343835,0.09156536,pick,right
