Frame,Joint,PositionX,PositionY,PositionZ,Label,Hand
0,HandStart,-0.327237,1.158892,0.3234312,idle,left
0,HandThumb0,-0.3360027,1.179584,0.3382876,idle,left
0,HandThumb1,-0.3508578,1.201313,0.3390569,idle,left
0,HandThumb2,-0.3743453,1.224827,0.3481219,idle,left
0,HandIndex1,-0.3936688,1.205333,0.3902012,idle,left
0,HandIndex2,-0.4162827,1.214286,0.4221913,idle,left
0,HandMiddle1,-0.3881763,1.184626,0.4002753,idle,left
0,HandMiddle2,-0.3997773,1.199585,0.4416319,idle,left
0,HandRing1,-0.3730209,1.170153,0.4070896,idle,left
0,HandRing2,-0.3668001,1.191921,0.4416535,idle,left
0,HandPinky0,-0.3332034,1.154625,0.3675109,idle,left
0,HandPinky1,-0.3536799,1.158117,0.4111926,idle,left
0,HandPinky2,-0.3479072,1.174368,0.438798,idle,left
0,HandThumb3,-0.4010113,1.245207,0.3605955,idle,left
0,HandIndex3,-0.4260416,1.223049,0.4443519,idle,left
0,HandMiddle3,-0.4014212,1.2124,0.4678074,idle,left
0,HandRing3,-0.3467556,1.211492,0.4444701,idle,left
0,HandPinky3,-0.3358008,1.191421,0.4438764,idle,left
1,HandStart,-0.3266443,1.158554,0.323402,idle,left
1,HandThumb0,-0.3323973,1.178853,0.3401531,idle,left
1,HandThumb1,-0.3428175,1.20288,0.3428923,idle,left
1,HandThumb2,-0.3618504,1.229498,0.3536614,idle,left
1,HandIndex1,-0.38778,1.209708,0.3917684,idle,left
1,HandIndex2,-0.410432,1.219642,0.4234401,idle,left
1,HandMiddle1,-0.3870519,1.187368,0.3995698,idle,left
1,HandMiddle2,-0.3987943,1.199743,0.4417328,idle,left
1,HandRing1,-0.3754447,1.169558,0.4053723,idle,left
1,HandRing2,-0.3726924,1.183948,0.4440061,idle,left
1,HandPinky0,-0.3365061,1.150847,0.3662992,idle,left
1,HandPinky1,-0.3590806,1.153592,0.4089891,idle,left
1,HandPinky2,-0.3570571,1.16195,0.4403824,idle,left
1,HandThumb3,-0.3847407,1.253218,0.3676405,idle,left
1,HandIndex3,-0.4197238,1.227886,0.4459969,idle,left
1,HandMiddle3,-0.3999499,1.209748,0.4691302,idle,left
1,HandRing3,-0.3511177,1.199283,0.453604,idle,left
1,HandPinky3,-0.3440791,1.174862,0.4516966,idle,left
2,HandStart,-0.3266679,1.157693,0.3229006,idle,left
2,HandThumb0,-0.3243078,1.172772,0.3451,idle,left
2,HandThumb1,-0.3195356,1.19531,0.3578539,idle,left
2,HandThumb2,-0.322191,1.222606,0.3787014,idle,left
2,HandIndex1,-0.3644281,1.217784,0.4003055,idle,left
2,HandIndex2,-0.3847425,1.231658,0.4320821,idle,left
2,HandMiddle1,-0.3781521,1.198495,0.4001372,idle,left
2,HandMiddle2,-0.3916272,1.205381,0.4430294,idle,left
2,HandRing1,-0.3802261,1.176558,0.4003432,idle,left
2,HandRing2,-0.3859943,1.178285,0.4412204,idle,left
2,HandPinky0,-0.3496657,1.14783,0.3599228,idle,left
2,HandPinky1,-0.3769482,1.153662,0.399435,idle,left
2,HandPinky2,-0.3813234,1.151505,0.4316172,idle,left
2,HandThumb3,-0.3312104,1.246992,0.403318,idle,left
2,HandIndex3,-0.3930658,1.23826,0.4555395,idle,left
2,HandMiddle3,-0.3941356,1.207439,0.4720386,idle,left
2,HandRing3,-0.3710099,1.176268,0.4649722,idle,left
2,HandPinky3,-0.3712239,1.150041,0.4505647,idle,left
3,HandStart,-0.3271605,1.156051,0.3221823,idle,left
3,HandThumb0,-0.3221574,1.163038,0.3477144,idle,left
3,HandThumb1,-0.3094751,1.175433,0.3671805,idle,left
3,HandThumb2,-0.3014987,1.193314,0.3955247,idle,left
3,HandIndex1,-0.3429503,1.213002,0.4089898,idle,left
3,HandIndex2,-0.3581932,1.228216,0.4429174,idle,left
3,HandMiddle1,-0.3644445,1.205554,0.4024334,idle,left
3,HandMiddle2,-0.3814442,1.211985,0.4441274,idle,left
3,HandRing1,-0.3780059,1.189195,0.3965999,idle,left
3,HandRing2,-0.3940015,1.190872,0.4346595,idle,left
3,HandPinky0,-0.3595392,1.155306,0.3529701,idle,left
3,HandPinky1,-0.3874919,1.169161,0.389933,idle,left
3,HandPinky2,-0.4021116,1.166701,0.4189107,idle,left
3,HandThumb3,-0.3017715,1.21161,0.4263011,idle,left
3,HandIndex3,-0.3659289,1.232724,0.4670617,idle,left
3,HandMiddle3,-0.3889667,1.210372,0.4722855,idle,left
3,HandRing3,-0.3971868,1.184001,0.4617775,idle,left
3,HandPinky3,-0.4047872,1.159049,0.4388465,idle,left
4,HandStart,-0.3292916,1.151564,0.319362,idle,left
4,HandThumb0,-0.3278401,1.149201,0.3461584,idle,left
4,HandThumb1,-0.3157109,1.146224,0.3693407,idle,left
4,HandThumb2,-0.3058254,1.148371,0.4022711,idle,left
4,HandIndex1,-0.3261249,1.189682,0.4171638,idle,left
4,HandIndex2,-0.3353518,1.199986,0.4548945,idle,left
4,HandMiddle1,-0.3445832,1.200383,0.4069048,idle,left
4,HandMiddle2,-0.3631611,1.210565,0.4471529,idle,left
