Frame,Joint,PositionX,PositionY,PositionZ,Label,Hand
0,HandStart,0.5547078,0.9957041,-0.04547387,pick,right
0,HandThumb0,0.5774154,1.010375,-0.04783658,pick,right
0,HandThumb1,0.5978557,1.027151,-0.04993822,pick,right
0,HandThumb2,0.6261675,1.045242,-0.04125233,pick,right
0,HandIndex1,0.6515412,1.01508,-0.08340929,pick,right
0,HandIndex2,0.6843894,1.027428,-0.06322782,pick,right
0,HandMiddle1,0.6522819,0.9925888,-0.07551381,pick,right
0,HandMiddle2,0.6980121,0.9928255,-0.07268558,pick,right
0,HandRing1,0.648744,0.9777625,-0.05937634,pick,right
0,HandRing2,0.6898291,0.9717651,-0.06228843,pick,right
0,HandPinky0,0.5949138,0.9778031,-0.03602079,pick,right
0,HandPinky1,0.6421067,0.966397,-0.04012849,pick,right
0,HandPinky2,0.6734964,0.9570698,-0.04181385,pick,right
0,HandThumb3,0.6598347,1.054661,-0.03237619,pick,right
0,HandIndex3,0.6887283,1.039708,-0.04079394,pick,right
0,HandMiddle3,0.7255177,0.9978794,-0.06359949,pick,right
0,HandRing3,0.717988,0.9725,-0.05897071,pick,right
0,HandPinky3,0.6944779,0.9520129,-0.03976484,pick,right
1,HandStart,0.554,0.9958555,-0.0457145,pick,right
1,HandThumb0,0.5767696,1.010444,-0.04799354,pick,right
1,HandThumb1,0.5972926,1.027131,-0.04999175,pick,right
1,HandThumb2,0.6256575,1.045075,-0.04117633,pick,right
1,HandIndex1,0.651017,1.014909,-0.08334274,pick,right
1,HandIndex2,0.6839024,1.027038,-0.06308873,pick,right
1,HandMiddle1,0.6516497,0.9924066,-0.07547103,pick,right
1,HandMiddle2,0.6973784,0.9922829,-0.07261103,pick,right
1,HandRing1,0.6480085,0.9775753,-0.05936112,pick,right
1,HandRing2,0.6890613,0.9713221,-0.06218944,pick,right
1,HandPinky0,0.5941103,0.9777923,-0.03616389,pick,right
1,HandPinky1,0.6412718,0.966213,-0.04014596,pick,right
1,HandPinky2,0.6726273,0.9567555,-0.04173771,pick,right
1,HandThumb3,0.6593293,1.054379,-0.03219645,pick,right
1,HandIndex3,0.6883129,1.039276,-0.04064602,pick,right
1,HandMiddle3,0.7248972,0.9971451,-0.06346048,pick,right
1,HandRing3,0.7172139,0.9718978,-0.05878818,pick,right
1,HandPinky3,0.693572,0.9515584,-0.03966267,pick,right
2,HandStart,0.5535568,0.9958648,-0.04586929,pick,right
2,HandThumb0,0.5763831,1.010366,-0.04813538,pick,right
2,HandThumb1,0.5969868,1.026958,-0.05009737,pick,right
2,HandThumb2,0.6254172,1.044775,-0.0412362,pick,right
2,HandIndex1,0.6507038,1.014502,-0.08337039,pick,right
2,HandIndex2,0.6836337,1.026481,-0.06309949,pick,right
2,HandMiddle1,0.6512418,0.9920107,-0.07546014,pick,right
2,HandMiddle2,0.6969693,0.991547,-0.07261717,pick,right
2,HandRing1,0.6475202,0.9772198,-0.0593315,pick,right
2,HandRing2,0.6885366,0.9707122,-0.06211384,pick,right
2,HandPinky0,0.5935855,0.9776717,-0.03622292,pick,right
2,HandPinky1,0.6407109,0.9659142,-0.04010846,pick,right
2,HandPinky2,0.6720299,0.9563246,-0.04162897,pick,right
2,HandThumb3,0.6591066,1.053977,-0.0322176,pick,right
2,HandIndex3,0.6881022,1.038743,-0.04068087,pick,right
2,HandMiddle3,0.7245041,0.996258,-0.06343562,pick,right
2,HandRing3,0.7166855,0.9711508,-0.05866201,pick,right
2,HandPinky3,0.6929397,0.9509914,-0.03954858,pick,right
3,HandStart,0.5533321,0.9957604,-0.0459159,pick,right
3,HandThumb0,0.5761966,1.010199,-0.04819645,pick,right
3,HandThumb1,0.5968634,1.026714,-0.05014224,pick,right
3,HandThumb2,0.6253523,1.04443,-0.041266,pick,right
3,HandIndex1,0.6505468,1.01408,-0.08339815,pick,right
