Frame,Hand,Label,handDeltaX,handDeltaY,handDeltaZ,thumb1X,thumb1Y,thumb1Z,thumb2X,thumb2Y,thumb2Z,thumb3X,thumb3Y,thumb3Z,index1X,index1Y,index1Z,index2X,index2Y,index2Z,index3X,index3Y,index3Z,middle1X,middle1Y,middle1Z,middle2X,middle2Y,middle2Z,middle3X,middle3Y,middle3Z,ring1X,ring1Y,ring1Z,ring2X,ring2Y,ring2Z,ring3X,ring3Y,ring3Z,pinky1X,pinky1Y,pinky1Z,pinky2X,pinky2Y,pinky2Z,pinky3X,pinky3Y,pinky3Z,second1X,second1Y,second1Z,second2X,second2Y,second2Z,second3X,second3Y,second3Z,second4X,second4Y,second4Z,third1X,third1Y,third1Z,third2X,third2Y,third2Z,third3X,third3Y,third3Z,third4X,third4Y,third4Z,wristUp,wristDown,palmDown,palmUp,palmTowardsFace,palmAwayFromFace,fingersUp,fingersDown,pinchClear
0,right,pick,0.0002288222,-6.616116E-06,2.604723E-05,-0.01536705,0.02072245,-0.002417922,-0.02778062,0.01929903,0.002209753,-0.02608867,0.01666582,0.01682268,-0.01177067,0.07173878,0.03444491,-0.0337429,0.01595509,0.01305901,-0.02370349,-0.008271694,-0.003435403,-0.006284714,0.05918092,0.0532833,-0.02697897,0.0270741,0.02328621,-0.026439,0.00827384,0.007587135,-0.008438438,0.04111332,0.06507747,-0.01304707,0.02645743,0.0279792,-0.02022395,0.01390409,0.01285604,-0.01307632,0.02023214,0.07290445,-0.005041674,0.01644635,0.02701828,-0.01226759,0.009125233,0.01465255,0.002365902,-0.04767239,-0.04771209,-0.01224989,0.001438856,-0.02906559,-0.01177818,0.01868427,-0.01648715,-0.003367513,0.03089225,-0.006866068,-1.92821E-05,-0.02273488,-0.027454,-0.009514377,-0.01510668,-0.04008813,-0.01799323,0.01305401,-0.02175605,-0.01132387,0.03567111,-0.008662581,61.96693,118.0331,84.08548,95.91452,65.23868,114.7613,28.76019,151.2398,34.92614
1,right,pick,0.0001176298,-3.838539E-05,3.993511E-06,-0.01539175,0.02070558,-0.002404794,-0.02780063,0.01926768,0.002231568,-0.02608259,0.0165869,0.01690988,-0.01182061,0.07172632,0.03445354,-0.03372674,0.01594317,0.01311526,-0.02369863,-0.008290172,-0.003424689,-0.006312504,0.05917311,0.05328858,-0.02696981,0.02704811,0.02332711,-0.0264288,0.008267999,0.007628798,-0.008442611,0.04110312,0.06508332,-0.0130731,0.02642679,0.027996,-0.02021012,0.01388884,0.01289415,-0.01305634,0.0202173,0.07291213,-0.005053818,0.01641035,0.02703789,-0.01223125,0.009098172,0.01469967,0.002354965,-0.04769623,-0.04774202,-0.01226504,0.001448274,-0.02904689,-0.0117666,0.0186913,-0.01646364,-0.003405556,0.03090227,-0.006870687,-2.899766E-05,-0.02281916,-0.02740745,-0.009534866,-0.0151099,-0.04010038,-0.01798528,0.01307046,-0.02172899,-0.01138443,0.03569293,-0.008676201,62.00873,117.9913,84.04366,95.95634,65.29748,114.7025,28.72929,151.2707,34.85194
2,right,pick,5.117059E-05,-3.910065E-05,-0.0001114011,-0.01541287,0.02069181,-0.002388522,-0.02782089,0.01923537,0.002257198,-0.02607371,0.01650703,0.01700157,-0.01185475,0.07171184,0.03447205,-0.0337055,0.01592815,0.01318783,-0.02369559,-0.008306742,-0.003405109,-0.006317556,0.05916184,0.05330063,-0.02695209,0.02701759,0.02338268,-0.0264128,0.008265972,0.007686377,-0.008420035,0.04108852,0.06509545,-0.01309079,0.02639103,0.02802154,-0.02018797,0.01387346,0.01294529,-0.01300721,0.02019769,0.07292634,-0.00505513,0.01636922,0.02706254,-0.01218985,0.009068251,0.01475251,0.002326503,-0.0477128,-0.0477912,-0.01229061,0.001460552,-0.02902344,-0.01175882,0.01869988,-0.01643369,-0.003448486,0.03091264,-0.006871879,-5.161762E-05,-0.02289903,-0.02738452,-0.0095734,-0.01511216,-0.04011492,-0.01798365,0.0130924,-0.0216926,-0.01144661,0.03571784,-0.008679092,62.11881,117.8812,83.96992,96.03008,65.36534,114.6347,28.63927,151.3607,34.71684
3,right,pick,7.170439E-05,-2.890825E-05,-6.192923E-05,-0.01542781,0.02068335,-0.002364442,-0.02783728,0.01920772,0.00229153,-0.02605717,0.01642346,0.01710746,-0.01186708,0.07168585,0.03452173,-0.03367931,0.01590943,0.01327713,-0.02369386,-0.008323312,-0.003376961,-0.006291747,0.05913216,0.05333659,-0.02691397,0.02698362,0.02346571,-0.0263813,0.008281469,0.007777393,-0.008361459,0.04105181,0.06512623,-0.01310131,0.02633727,0.02806702,-0.02014637,0.01385808,0.01302639,-0.01291916,0.02015334,0.07295428,-0.005078837,0.01630795,0.02709505,-0.01215234,0.009022593,0.01481128,0.002281293,-0.04770422,-0.04787177,-0.01234066,0.001479506,-0.02900344,-0.01174295,0.01872671,-0.01639095,-0.003464773,0.03092778,-0.006856084,-8.201599E-05,-0.02295744,-0.02738735,-0.009653226,-0.01512527,-0.04015779,-0.01797788,0.0131501,-0.02163994,-0.0114588,0.03576326,-0.008640975,62.24826,117.7518,83.919,96.08101,65.47661,114.5234,28.52483,151.4752,34.54994
4,right,pick,8.898973E-05,7.998943E-05,1.66893E-06,-0.01543766,0.02067643,-0.002360672,-0.02784982,0.01918805,0.0023036,-0.02604026,0.01635659,0.01719698,-0.01187463,0.07168776,0.03451532,-0.03365561,0.01590049,0.01334767,-0.02369027,-0.008343697,-0.003351241,-0.006267086,0.05914348,0.05332693,-0.0268977,0.02695572,0.0235164,-0.02635567,0.00829494,0.007849485,-0.008309409,0.04106516,0.06512447,-0.01315169,0.02629304,0.02808496,-0.02012148,0.01384079,0.0130831,-0.01284264,0.02016586,0.07296433,-0.005145326,0.01626277,0.02710971,-0.01213999,0.008981109,0.01484653,0.002242759,-0.04772377,-0.04792006,-0.01236546,0.001489043,-0.02898034,-0.01170368,0.01874101,-0.01636609,-0.003473133,0.03092957,-0.006864607,-0.0001072288,-0.02302349,-0.02737184,-0.00970006,-0.01514959,-0.04018107,-0.01793787,0.01319516,-0.02159971,-0.01145463,0.03578925,-0.008628041,62.32628,117.6737,83.86955,96.13046,65.56436,114.4356,28.46067,151.5393,34.43232
5,right,pick,0.0001654029,0.0001044869,0.0001645684,-0.01543865,0.02067494,-0.002367482,-0.02785605,0.0191797,0.002297655,-0.02602616,0.01629746,0.01727444,-0.01187767,0.07169616,0.03449681,-0.03364302,0.01589239,0.01338913,-0.02368435,-0.008363128,-0.003345609,-0.006255165,0.05916035,0.05330962,-0.02689406,0.02693701,0.02354211,-0.02633862,0.008308053,0.007892817,-0.008284837,0.0410856,0.06511474,-0.01321906,0.02625847,0.02808565,-0.02011523,0.01382482,0.01310968,-0.01280683,0.0201875,0.07296467,-0.005225807,0.01623094,0.02711338,-0.01214297,0.008950472,0.01486272,0.002225995,-0.0477339,-0.04795577,-0.01237147,0.001491189,-0.02896579,-0.01164533,0.01875329,-0.01634866,-0.003471255,0.03092563,-0.006877661,-0.0001158118,-0.02307332,-0.02733572,-0.009717196,-0.01517999,-0.04020421,-0.01786873,0.01323652,-0.02156553,-0.01144351,0.03579998,-0.008630693,62.36969,117.6303,83.86359,96.13641,65.62868,114.3713,28.41961,151.5804,34.36392
6,right,pick,0.0001593828,0.0001159906,0.0002155304,-0.01544937,0.02066576,-0.002377495,-0.02787337,0.01915622,0.002283439,-0.02602911,0.01622903,0.01733422,-0.01192687,0.07169747,0.03447711,-0.03364705,0.01586151,0.01341553,-0.02367181,-0.008394241,-0.003356189,-0.0062951,0.05917084,0.05329326,-0.02690589,0.02691162,0.02355757,-0.02632469,0.008318424,0.007928103,-0.008311793,0.04109788,0.06510347,-0.01329818,0.02622437,0.02808022,-0.02011622,0.01380646,0.01312739,-0.01281893,0.02019894,0.07295933,-0.005313024,0.01619852,0.02711582,-0.01214902,0.008918285,0.01487711,0.002251178,-0.047737,-0.0479867,-0.01237293,0.001476526,-0.02895819,-0.01159102,0.0187602,-0.01633286,-0.00347802,0.0309248,-0.006891459,-0.0001061261,-0.02311373,-0.02729629,-0.009720042,-0.01523614,-0.04024248,-0.01779948,0.01327217,-0.02153215,-0.01144522,0.03581297,-0.008641183,62.39805,117.602,83.81841,96.18159,65.65885,114.3411,28.40327,151.5967,34.31474
7,right,pick,0.0001218319,0.0001542568,9.852648E-05,-0.01546702,0.02065158,-0.002386883,-0.02789977,0.01911926,0.002270326,-0.026039,0.01615369,0.01738966,-0.01199564,0.07169592,0.0344564,-0.03365424,0.0158143,0.01345323,-0.02365413,-0.008440137,-0.003365785,-0.006345585,0.05918169,0.05327527,-0.02692473,0.02687466,0.02357811,-0.026315,0.008313775,0.007965237,-0.008339763,0.04111052,0.06509198,-0.01337317,0.02618849,0.02807805,-0.0201198,0.01378155,0.01314807,-0.01282233,0.02020919,0.07295592,-0.005389482,0.0161674,0.02711937,-0.01215243,0.00888443,0.01489452,0.002283096,-0.04773939,-0.04802619,-0.01237957,0.001453876,-0.02894375,-0.01155739,0.01875734,-0.01631665,-0.003501117,0.03092241,-0.006905258,-0.0001017749,-0.02314556,-0.02727075,-0.009718701,-0.01530004,-0.04027477,-0.01775259,0.01328957,-0.02149948,-0.01146848,0.03581953,-0.008651704,62.41885,117.5811,83.78806,96.21194,65.70896,114.291,28.39067,151.6093,34.2634
8,right,pick,0.0001342297,0.0001249313,6.175041E-05,-0.01548576,0.02063775,-0.002383739,-0.02792895,0.01907599,0.002276435,-0.02604157,0.01607466,0.01745892,-0.01204018,0.0716902,0.03445286,-0.03364894,0.01576638,0.01352252,-0.02363598,-0.008492112,-0.003362566,-0.006356835,0.05918634,0.05326867,-0.02693446,0.02683139,0.02361642,-0.02630663,0.008295298,0.008012086,-0.008318707,0.04111564,0.06509142,-0.01342291,0.02615094,0.02808928,-0.02012047,0.01375103,0.013179,-0.01276989,0.0202111,0.07296456,-0.005424947,0.01613081,0.02713403,-0.01214331,0.008848906,0.01492313,0.002274409,-0.04774284,-0.04808268,-0.01239783,0.001438856,-0.02890971,-0.01154968,0.01875114,-0.01629561,-0.003546774,0.03092468,-0.006917894,-0.0001311749,-0.02317607,-0.0272612,-0.00972718,-0.01534855,-0.04028437,-0.01773584,0.01329541,-0.02146253,-0.01152393,0.0358268,-0.008662015,62.39172,117.6083,83.7998,96.2002,65.81989,114.1801,28.41426,151.5858,34.22187
9,right,pick,0.0001276731,0.0001068115,0.0001044869,-0.01549694,0.02062869,-0.002390072,-0.02795395,0.01904058,0.002264962,-0.02605177,0.01600766,0.01750521,-0.01208332,0.07168949,0.03443918,-0.03365234,0.01572752,0.01355918,-0.02362184,-0.008527875,-0.003370598,-0.006385326,0.05919445,0.05325635,-0.02696355,0.02679634,0.02362293,-0.0263104,0.008272529,0.008022964,-0.008330449,0.04112506,0.06508398,-0.01348774,0.0261215,0.02808563,-0.02014238,0.01371956,0.01317826,-0.0127639,0.02021921,0.07296337,-0.005461141,0.01610458,0.02714235,-0.01215102,0.008822441,0.01493242,0.002284765,-0.04774773,-0.04812346,-0.01238678,0.00142622,-0.02888092,-0.01153068,0.01874423,-0.01629034,-0.003593147,0.03092277,-0.006936103,-0.0001451671,-0.02321219,-0.02724765,-0.009698227,-0.01537418,-0.04027449,-0.01769871,0.0132972,-0.02144563,-0.01158451,0.03581989,-0.008690268,62.3819,117.6181,83.77104,96.22896,65.89839,114.1016,28.43126,151.5687,34.17613
