Frame,Hand,Label,handDeltaX,handDeltaY,handDeltaZ,thumb1X,thumb1Y,thumb1Z,thumb2X,thumb2Y,thumb2Z,thumb3X,thumb3Y,thumb3Z,index1X,index1Y,index1Z,index2X,index2Y,index2Z,index3X,index3Y,index3Z,middle1X,middle1Y,middle1Z,middle2X,middle2Y,middle2Z,middle3X,middle3Y,middle3Z,ring1X,ring1Y,ring1Z,ring2X,ring2Y,ring2Z,ring3X,ring3Y,ring3Z,pinky1X,pinky1Y,pinky1Z,pinky2X,pinky2Y,pinky2Z,pinky3X,pinky3Y,pinky3Z,second1X,second1Y,second1Z,second2X,second2Y,second2Z,second3X,second3Y,second3Z,second4X,second4Y,second4Z,third1X,third1Y,third1Z,third2X,third2Y,third2Z,third3X,third3Y,third3Z,third4X,third4Y,third4Z,wristUp,wristDown,palmDown,palmUp,palmTowardsFace,palmAwayFromFace,fingersUp,fingersDown,pinchClear
0,left,prune,0.002596974,0.0001718998,0.02043176,0.009525776,0.01459217,0.01944052,0.01513413,0.01175749,0.02827132,0.009716511,-0.01789069,0.02908146,-0.01610163,0.01841629,0.07727419,0.0006527007,0.01197064,0.03799617,0.0006958842,0.007324815,0.02444775,-0.01968297,-0.004772305,0.07789539,0.0141187,-0.003620088,0.04267433,0.009041637,-0.002579093,0.02737093,-0.01337627,-0.02502906,0.07267925,0.03752792,0.003082454,0.01613434,0.007825464,0.0100494,-0.02484035,-0.003315568,-0.04364228,0.06379084,0.03009251,0.01154226,0.001639113,0.004762948,0.01047671,-0.01796744,0.04010883,-0.004037261,-0.06755851,-0.009884655,0.03877932,-0.00529936,-0.02971593,0.01355422,0.03175612,-0.002625287,0.01015341,0.02338365,0.04912946,-0.02925277,-0.0629248,-0.01823041,0.04868323,-0.008222535,-0.02849975,0.0009257197,0.0839674,0.0004372299,0.009726107,0.01651073,21.06067,158.9393,94.11813,85.88187,43.08286,136.9171,69.3837,110.6163,78.97626
1,left,prune,0.001929343,-0.0005776882,0.01675503,0.009772837,0.01414943,0.01964412,0.01534334,0.01109123,0.0284274,0.009412855,-0.01846385,0.02882201,-0.01578474,0.01758122,0.07753362,0.0010885,0.01116157,0.03823175,0.0009635985,0.006799102,0.02459013,-0.01977047,-0.005547762,0.07782181,0.01413736,-0.004380405,0.04259679,0.009052753,-0.003065944,0.027317,-0.01381791,-0.02583444,0.07231385,0.03753778,0.002203107,0.01625498,0.00802657,0.01020563,-0.02471207,-0.004082918,-0.04449069,0.06315705,0.0302951,0.01096284,0.001867749,0.004927903,0.01059926,-0.01785063,0.03981242,-0.003502131,-0.06769385,-0.009063125,0.03867096,-0.00465323,-0.02935299,0.01370317,0.03184977,-0.002492309,0.009896517,0.02354403,0.04826167,-0.02876508,-0.06346197,-0.01715228,0.048536,-0.007380098,-0.02832681,0.0004315972,0.08387884,0.0006063581,0.009502888,0.01668259,20.14016,159.8598,93.14728,86.85273,43.84466,136.1553,70.12845,109.8716,78.57178
2,left,prune,0.001446486,-0.0010041,0.01380673,0.01006216,0.01333082,0.02006616,0.01547721,0.009872556,0.02880168,0.008603513,-0.01948023,0.02840288,-0.01582158,0.01610482,0.07784624,0.003045827,0.007326961,0.03904447,0.002200902,0.004325032,0.02506554,-0.02054593,-0.006884158,0.07751362,0.01376858,-0.005774796,0.04255135,0.008825719,-0.00395751,0.02727664,-0.01520127,-0.02720511,0.07152936,0.0373908,0.0005828142,0.01672575,0.008593112,0.01047778,-0.02440584,-0.005995631,-0.04592597,0.06196587,0.03062201,0.009874284,0.002502292,0.00538215,0.01082498,-0.01758198,0.03831512,-0.000228405,-0.06802288,-0.005998403,0.03609073,-0.00317426,-0.02896687,0.01396334,0.03180987,-0.002436846,0.009429395,0.02378695,0.04471773,-0.02403367,-0.06468554,-0.01262322,0.04437327,-0.005385354,-0.02873427,-0.0004719496,0.08349234,0.0007741153,0.009082198,0.01696309,18.6668,161.3332,91.48721,88.51279,45.28259,134.7174,71.39691,108.6031,77.91438
3,left,prune,0.004592001,0.0004714131,0.009362951,0.01079416,0.01240516,0.02027817,0.01603204,0.008495569,0.02893691,0.007523626,-0.02041864,0.0280481,-0.01485875,0.0155828,0.0781416,0.003353894,0.004183054,0.03948019,0.002373606,0.002295852,0.02531649,-0.02088034,-0.007091403,0.07740548,0.01346242,-0.007170856,0.04243678,0.008610517,-0.004852235,0.02720082,-0.01669937,-0.02757269,0.07105297,0.03727284,-0.001845896,0.01689641,0.009214699,0.01030344,-0.0242527,-0.00857392,-0.04661179,0.06114525,0.03113943,0.007734537,0.003460854,0.005062044,0.01079535,-0.01769486,0.03833106,0.001134872,-0.06840672,-0.004086941,0.03402811,-0.002220467,-0.02799138,0.01515633,0.03189288,-0.001992047,0.009458661,0.02334328,0.04348108,-0.02157962,-0.06567511,-0.01032385,0.0411762,-0.004104793,-0.02859557,6.556511E-07,0.0833464,0.002160609,0.008966744,0.01678544,18.06717,161.9328,88.42823,91.57177,46.61842,133.3816,72.00607,107.9939,75.96867
4,left,prune,0.003908992,0.0005629659,0.007492259,0.01113799,0.01202536,0.02032097,0.01636273,0.007932305,0.02891172,0.007234484,-0.02078879,0.02785154,-0.01417539,0.01526165,0.07833174,0.003603458,0.002617717,0.03959286,0.002521217,0.001288414,0.02537347,-0.02069324,-0.007269263,0.0774392,0.01349166,-0.00767231,0.04233971,0.008619517,-0.005173385,0.02713871,-0.01698768,-0.02778399,0.07090214,0.03714779,-0.002832055,0.01703481,0.009451687,0.01018482,-0.02421162,-0.009322554,-0.04691368,0.06080382,0.03116354,0.005952001,0.005905598,0.005915046,0.01088291,-0.0173738,0.03807265,0.002078295,-0.06869191,-0.003370345,0.03282094,-0.001854315,-0.02736169,0.01567447,0.03184196,-0.001680881,0.01034564,0.02122754,0.04278591,-0.01999891,-0.06621385,-0.009468645,0.03928274,-0.003619552,-0.02819386,0.0003162622,0.08319229,0.001855761,0.009647548,0.01438972,18.01006,161.9899,87.37,92.63,47.20932,132.7907,72.19608,107.8039,75.27859
5,left,prune,0.003536105,0.0006468296,0.006151512,0.01121986,0.01204574,0.02026378,0.01654798,0.007948518,0.02880163,0.007470965,-0.02078891,0.02778907,-0.01376343,0.01515925,0.07842502,0.00380826,0.001534462,0.03963047,0.002649426,0.0005956888,0.02538615,-0.02024299,-0.007383227,0.07754737,0.01371202,-0.007552028,0.04229052,0.008757234,-0.005096495,0.02710918,-0.01653495,-0.02788454,0.0709697,0.03643289,-0.00322026,0.01845093,0.0103749,0.01006633,-0.02388094,-0.008890182,-0.0469898,0.06080987,0.0309104,0.005152285,0.007711753,0.006556392,0.0109207,-0.01711801,0.037723,0.003300548,-0.06899008,-0.003424197,0.03162897,-0.001782402,-0.02642891,0.01616955,0.03041726,-0.002122283,0.01073271,0.02089901,0.04254454,-0.01808405,-0.06658716,-0.009532005,0.03732115,-0.003505424,-0.02804658,0.001006722,0.08140738,0.001696229,0.009878337,0.01413608,18.05371,161.9463,87.5285,92.4715,47.25119,132.7488,72.12787,107.8721,75.3286
6,left,prune,0.0001090169,-8.481741E-05,0.002234966,0.01134282,0.01209092,0.02016822,0.01674157,0.008005381,0.02867371,0.007650435,-0.02070463,0.02780314,-0.0132989,0.01535881,0.07846634,0.004084975,0.00110054,0.03961733,0.002822697,0.0003181696,0.02537248,-0.01978689,-0.007184803,0.0776836,0.01393995,-0.007347524,0.04225197,0.00889954,-0.004965484,0.02708712,-0.01612079,-0.02770323,0.07113577,0.03628898,-0.003264427,0.01872475,0.01047203,0.009901524,-0.02390736,-0.008538842,-0.04683518,0.0609792,0.03084067,0.004918039,0.008132264,0.006252617,0.01084447,-0.01727933,0.03729832,0.003636956,-0.06924175,-0.003366977,0.03099167,-0.001851901,-0.02601513,0.01643533,0.03007504,-0.002133638,0.01094949,0.02074906,0.04212606,-0.01738584,-0.06681108,-0.00944382,0.03627533,-0.003566548,-0.02758762,0.001568317,0.08106953,0.002085775,0.01000655,0.01412103,18.30821,161.6918,87.5044,92.4956,47.23788,132.7621,71.87469,108.1253,75.13446
7,left,prune,-0.0006094575,-0.0007674694,0.002280533,0.01141468,0.0121119,0.02011502,0.01686224,0.008030415,0.02859588,0.007780403,-0.02065694,0.02780241,-0.01302207,0.01545286,0.0784943,0.004273504,0.0005736351,0.03960858,0.002940148,-1.859665E-05,0.02536106,-0.01948962,-0.007098496,0.07776663,0.01409298,-0.007193923,0.04222764,0.008994371,-0.004867196,0.02707362,-0.01582667,-0.0276221,0.07123329,0.03621691,-0.00322628,0.01887023,0.01046228,0.00979352,-0.023956,-0.008262873,-0.04676014,0.0610747,0.03076506,0.004771054,0.008497834,0.006087512,0.0107879,-0.01737331,0.03702548,0.00411582,-0.06939198,-0.003351927,0.03031892,-0.001891389,-0.02578688,0.01655596,0.02989075,-0.002111942,0.0111407,0.02053098,0.04186574,-0.01652253,-0.06695063,-0.009406149,0.03516752,-0.00360395,-0.02725479,0.001895249,0.08092037,0.002262831,0.01014632,0.01394829,18.49225,161.5078,87.5975,92.4025,47.209,132.791,71.67577,108.3242,75.06065
8,left,prune,-0.001274467,-0.001367986,0.001466542,0.01138359,0.012124,0.02012528,0.01685634,0.008045197,0.02859525,0.007853299,-0.0206514,0.02778611,-0.01308036,0.01539761,0.07849547,0.004376233,0.000359416,0.03959988,0.003003746,-0.0001544952,0.02535318,-0.01945636,-0.007179856,0.07776752,0.01413482,-0.007079899,0.04223292,0.00902459,-0.004794121,0.02707662,-0.01571053,-0.02768821,0.07123338,0.03613612,-0.003086567,0.01904778,0.01045734,0.009770274,-0.0239678,-0.008069664,-0.04679513,0.06107382,0.03071406,0.004856944,0.008632705,0.006048709,0.0107643,-0.01740161,0.03694406,0.004412174,-0.06937481,-0.003382593,0.03001678,-0.001905084,-0.02574712,0.01651502,0.02971928,-0.002218813,0.01116341,0.02057463,0.04179361,-0.01608473,-0.06694189,-0.009403437,0.03465641,-0.003628522,-0.02717987,0.001950622,0.0807637,0.002189815,0.01016939,0.01400843,18.49622,161.5038,87.91047,92.08953,47.20362,132.7964,71.63075,108.3692,75.23911
9,left,prune,-0.001066148,-0.001279056,0.0008699745,0.01133528,0.01214409,0.0201405,0.01683679,0.00807023,0.02859969,0.007923514,-0.02065027,0.02776702,-0.01319131,0.01534986,0.07848623,0.004472196,0.0001565218,0.03959051,0.00306353,-0.0002830029,0.02534489,-0.01945677,-0.007258475,0.0777601,0.01417029,-0.006950438,0.04224254,0.009063125,-0.004710615,0.02707843,-0.01560792,-0.02774966,0.07123199,0.03605565,-0.002913117,0.0192267,0.01045525,0.009757996,-0.02397364,-0.007869303,-0.04682118,0.06107995,0.03065521,0.004970253,0.008776322,0.006007314,0.01074803,-0.01742597,0.03689119,0.004707932,-0.06933655,-0.003432631,0.0297153,-0.001925901,-0.02573422,0.01645386,0.02954395,-0.002338171,0.01118815,0.02060242,0.04175118,-0.01565933,-0.06691442,-0.009432226,0.03414291,-0.003659442,-0.02712634,0.001985252,0.08059603,0.002109766,0.01019812,0.01405475,18.50387,161.4961,88.24722,91.75278,47.0806,132.9194,71.58536,108.4146,75.45642
