Frame,Hand,Label,handDeltaX,handDeltaY,handDeltaZ,thumb1X,thumb1Y,thumb1Z,thumb2X,thumb2Y,thumb2Z,thumb3X,thumb3Y,thumb3Z,index1X,index1Y,index1Z,index2X,index2Y,index2Z,index3X,index3Y,index3Z,middle1X,middle1Y,middle1Z,middle2X,middle2Y,middle2Z,middle3X,middle3Y,middle3Z,ring1X,ring1Y,ring1Z,ring2X,ring2Y,ring2Z,ring3X,ring3Y,ring3Z,pinky1X,pinky1Y,pinky1Z,pinky2X,pinky2Y,pinky2Z,pinky3X,pinky3Y,pinky3Z,second1X,second1Y,second1Z,second2X,second2Y,second2Z,second3X,second3Y,second3Z,second4X,second4Y,second4Z,third1X,third1Y,third1Z,third2X,third2Y,third2Z,third3X,third3Y,third3Z,third4X,third4Y,third4Z,wristUp,wristDown,palmDown,palmUp,palmTowardsFace,palmAwayFromFace,fingersUp,fingersDown,pinchClear
0,right,idle,-0.009497762,0.001136422,0.005775511,0.024003,0.009370863,0.001902714,0.03020766,0.009628057,0.01171903,0.02456748,0.01031053,0.02290013,0.05573171,0.004577219,0.05751109,0.02014875,0.01308924,0.03126431,0.005572677,0.02180547,0.01148394,0.03738254,-0.001661837,0.07031599,0.01566762,0.02817589,0.03085983,0.001109391,0.02825528,0.004553974,0.01649514,0.0005835295,0.07543156,0.009350896,0.03295189,0.0216876,-0.000749588,0.0267669,-0.006796777,-0.005601659,0.005786121,0.07613719,0.007833228,0.02655518,0.01592153,0.0022057,0.01990151,-0.006705135,-0.02166981,0.001332462,-0.07515365,0.02283031,-0.008847594,-0.01240042,0.02720413,-0.007021368,0.004056662,0.02361447,0.001194119,0.005060434,-0.002674997,-0.01016247,-0.06373745,0.02729359,-0.01529741,-0.005470455,0.02906311,-0.00553298,0.01540741,0.02065918,0.008059502,0.004968792,77.91732,102.0827,156.6555,23.34455,82.56351,97.43649,70.33863,109.6614,49.90107
1,right,idle,-0.009223223,0.002609551,0.006019711,0.02320826,0.01100552,0.002798587,0.02904522,0.01162398,0.01279822,0.022971,0.01178396,0.02382761,0.05335906,0.007755935,0.05938983,0.0181686,0.01390231,0.03211519,0.003642231,0.02198559,0.01190728,0.03508782,8.153915E-05,0.07150796,0.01258627,0.02871335,0.03176177,-0.001074255,0.0282073,0.004850298,0.01393795,0.0007886291,0.0759438,0.006225556,0.03321439,0.02239794,-0.002665073,0.02646077,-0.007479846,-0.008482456,0.004416168,0.07596231,0.005298316,0.02715927,0.0159477,0.0009464622,0.01993215,-0.006907225,-0.01927418,0.0009712577,-0.07590821,0.02385357,-0.007136643,-0.01176471,0.02751058,-0.005208135,0.004927993,0.02334765,0.002427578,0.006431729,5.459785E-05,-0.009230375,-0.06398788,0.02857006,-0.01335835,-0.004707724,0.0291014,-0.003461599,0.01725814,0.01973611,0.008956194,0.005859107,74.26759,105.7324,153.5763,26.42372,82.46535,97.53465,69.33759,110.6624,53.34834
2,right,idle,-0.009465635,0.001581311,0.007000387,0.02200329,0.01303947,0.003661335,0.02748923,0.01399028,0.01382586,0.02093482,0.01339734,0.02482998,0.05091853,0.01132429,0.06093901,0.01591131,0.01485002,0.03287959,0.00067541,0.02244711,0.01157939,0.03311692,0.001791239,0.07241973,0.00906989,0.02902317,0.03266615,-0.003842384,0.02790749,0.005171239,0.01188453,0.0005005002,0.07629454,0.002601489,0.03309137,0.02327693,-0.004853085,0.02625024,-0.007113338,-0.01076555,0.002092779,0.07577237,0.002371117,0.02722663,0.01652628,-0.0006880015,0.02003121,-0.006646603,-0.01733732,0.0008554459,-0.07633141,0.02464303,-0.004640102,-0.01126727,0.0277008,-0.002777457,0.005514413,0.02288045,0.004272461,0.00727281,0.002922088,-0.008194327,-0.06308082,0.02916083,-0.01010048,-0.00485912,0.0287115,-0.00112021,0.01779899,0.01871537,0.01049149,0.006806076,69.51639,110.4836,149.519,30.48101,82.71994,97.28007,68.45596,111.544,56.46436
3,right,idle,-0.006235361,0.003020585,0.005090117,0.01965956,0.01607692,0.004755259,0.0246281,0.01752651,0.01512671,0.01620129,0.01569307,0.0269357,0.04688044,0.01694679,0.06284538,0.01126444,0.01781082,0.03332639,-0.005958825,0.02317524,0.008112669,0.03035004,0.004586101,0.07350105,0.003516287,0.02928698,0.03349021,-0.009999514,0.02681112,0.001227438,0.009435669,8.648634E-05,0.07663757,-0.003031343,0.03243619,0.02413142,-0.008526295,0.02527559,-0.007188797,-0.01317638,-0.00164628,0.0754016,-0.002179369,0.02686083,0.01713997,-0.003431082,0.01983559,-0.006378144,-0.01385722,-0.001154184,-0.0762898,0.02427855,0.0008845329,-0.01081949,0.02746201,0.001350403,0.006222278,0.02176008,0.007308125,0.008227408,0.008302897,-0.008636355,-0.05746678,0.02831924,-0.00275135,-0.003934264,0.02598879,0.002885938,0.01463851,0.01666486,0.01274812,0.007416755,61.62642,118.3736,141.8828,38.11723,83.06522,96.93478,66.79981,113.2002,59.50916
4,right,idle,-0.005313098,0.001975238,0.00246942,0.01525412,0.02027881,0.004864126,0.01952921,0.02301455,0.01521432,0.01128119,0.01918519,0.02718365,0.0410732,0.02771151,0.0630838,0.00300172,0.02299321,0.03189141,-0.01335086,0.02093303,0.004688174,0.02775075,0.01192224,0.07370424,-0.003848583,0.02961135,0.0331668,-0.01619934,0.02361941,0.0002029836,0.008416682,0.002720833,0.07670793,-0.01071878,0.03098261,0.02384964,-0.01409627,0.0222671,-0.008288383,-0.01316699,-0.004207909,0.07530373,-0.008544907,0.02576143,0.01683336,-0.007830605,0.01839185,-0.006806254,-0.009291589,-0.007411361,-0.07489675,0.02017276,0.009171128,-0.01189584,0.02620426,0.007830143,0.006313473,0.01940981,0.01214993,0.008420467,0.01534046,-0.009159207,-0.05240127,0.02302124,0.006484747,-0.007410645,0.0241012,0.009182453,0.01480484,0.01314414,0.01602519,0.006938338,51.56697,128.433,128.7804,51.21957,81.91366,98.08634,61.93703,118.063,59.77133
5,right,idle,-0.004425406,0.001776516,0.00394088,0.009548202,0.02356952,0.004569918,0.01154043,0.02848089,0.01407823,0.004928932,0.02263427,0.02641365,0.03453591,0.03791791,0.06167656,-0.003221244,0.02413487,0.03101438,-0.01831001,0.01694083,0.004020721,0.02562487,0.01959294,0.0728288,-0.01025346,0.02845728,0.03281367,-0.02140258,0.01903117,0.0002746284,0.009135872,0.006079257,0.07643253,-0.01733132,0.02789855,0.02376804,-0.0191959,0.0180676,-0.008264542,-0.01017556,-0.005849779,0.07565692,-0.01415975,0.02325022,0.01670212,-0.01207177,0.01574433,-0.007231176,-0.01022604,-0.01000237,-0.0740428,0.01594326,0.01400256,-0.01295152,0.02356686,0.01407242,0.005441904,0.01613986,0.01657736,0.007841527,0.0130129,-0.004308939,-0.05164987,0.01903583,0.01191223,-0.009205431,0.02136017,0.01503599,0.01398107,0.009015739,0.01890063,0.006808162,43.81993,136.1801,115.3529,64.6471,81.32831,98.67169,57.03579,122.9642,57.5457
6,right,idle,-0.003299057,0.002835453,0.003511667,0.003332064,0.02531517,0.003951609,0.0026858,0.03122783,0.01265514,-0.001309842,0.02410483,0.025525,0.02708702,0.04672408,0.05930987,-0.007529423,0.02306235,0.03108367,-0.0208137,0.01255882,0.006890684,0.02380295,0.02696311,0.07107016,-0.01524882,0.02549648,0.03330293,-0.0254458,0.01303816,0.001689613,0.01155068,0.009765625,0.07572031,-0.02234778,0.0229485,0.0248509,-0.02362221,0.01251149,-0.00697735,-0.004076764,-0.006709337,0.07615834,-0.0186139,0.01911199,0.0175581,-0.01607631,0.01201606,-0.006562769,-0.01353973,-0.01324344,-0.0737868,0.01100346,0.01732683,-0.01397955,0.01935123,0.01974547,0.003801882,0.01189357,0.02031147,0.006854773,0.00596413,-0.001697421,-0.05515248,0.01563556,0.01684749,-0.008778483,0.01752764,0.02027214,0.01246884,0.004347667,0.02080691,0.006440192,39.61228,140.3877,101.3875,78.61251,82.98827,97.01173,52.68135,127.3186,53.53818
7,right,idle,-0.003593743,0.007130861,0.001182497,-0.002931789,0.02529442,0.004379392,-0.00467284,0.03075457,0.0132232,-0.006155565,0.02274764,0.02605653,0.01729131,0.05145085,0.059062,-0.01152265,0.02011549,0.03189605,-0.02234255,0.007524133,0.009089053,0.01949346,0.03138995,0.0705637,-0.01957427,0.02058661,0.03441975,-0.02767859,0.006528258,0.0034073,0.01207162,0.01165903,0.07537037,-0.02567677,0.01647592,0.0266996,-0.02631262,0.006572843,-0.005260408,0.001020685,-0.008168995,0.07611802,-0.02185257,0.01368433,0.01884767,-0.01873314,0.007713318,-0.005955994,-0.01337329,-0.01551735,-0.07335547,0.005849466,0.01958978,-0.01402539,0.01352434,0.02384162,0.002913475,0.007226735,0.02261961,0.007104278,0.002813697,-0.0002938509,-0.05638799,0.01118551,0.02058566,-0.008343637,0.01215836,0.02379704,0.01158118,-0.0003527403,0.02147913,0.007799864,38.55323,141.4468,87.81544,92.18456,85.20459,94.79541,51.53219,128.4678,51.47614
8,right,idle,-0.003885388,0.008882105,0.0007782578,-0.009151265,0.02333677,0.006263256,-0.01156411,0.02768791,0.01556236,-0.009969711,0.01906693,0.02777308,0.00809364,0.05259264,0.06002504,-0.0143014,0.01613903,0.03301156,-0.02303606,0.002054095,0.01017523,0.01523297,0.03326559,0.07075247,-0.02301472,0.01449895,0.03538066,-0.02833416,-0.0001862049,0.004180193,0.01261947,0.01226509,0.07518426,-0.02755168,0.009548068,0.02816665,-0.02731366,0.0006177425,-0.004100233,0.00630717,-0.009545982,0.07570222,-0.02341792,0.007895887,0.02023086,-0.01942632,0.003298283,-0.007592291,-0.01450761,-0.01770699,-0.07121098,0.001573995,0.02096713,-0.01309654,0.007150456,0.02595139,0.002782226,0.002178535,0.02346325,0.007417828,-0.001441255,-0.0006941557,-0.05361313,0.006872088,0.02320743,-0.007101506,0.006129965,0.02514744,0.01106265,-0.005708814,0.02078271,0.01090989,41.01065,138.9893,75.53076,104.4692,87.8285,92.17151,52.64384,127.3562,50.67017
9,right,idle,-0.002182186,0.01017511,0.0004506111,-0.01484133,0.01991379,0.007124364,-0.01773086,0.02349532,0.016617,-0.01313585,0.01636779,0.02817503,-0.002794221,0.05380774,0.05942583,-0.01636229,0.01218808,0.03374147,-0.02222093,-0.003986001,0.01134712,0.009722784,0.03719246,0.06976211,-0.02797994,0.005828381,0.03427592,-0.02704301,-0.008993745,0.002849668,0.01294604,0.01631165,0.07435513,-0.02769047,0.002318621,0.02952093,-0.02666551,-0.006666541,-0.002781659,0.01260948,-0.006380439,0.07524642,-0.02346152,0.001761079,0.02159837,-0.01917908,-0.001954317,-0.008616626,-0.01341568,-0.0225867,-0.06942594,-0.0008993596,0.02297497,-0.01087072,-0.003512725,0.02439058,0.0001619756,-0.003892392,0.02324963,0.007031262,-0.004330598,-0.002232909,-0.05259803,0.003922723,0.02798271,-0.002373278,-0.003890231,0.02206337,0.005793303,-0.01137882,0.0185374,0.01286623,50.08184,129.9182,61.61219,118.3878,92.07353,87.92647,52.9995,127.0005,47.99139
10,right,idle,-0.001184821,0.01032233,-0.00626272,-0.01888998,0.01632524,0.006650686,-0.02235383,0.01963079,0.01604611,-0.01661541,0.01572299,0.02666458,-0.01390153,0.05501318,0.05669916,-0.01824473,0.009848118,0.03353962,-0.02053878,-0.00841856,0.01207063,0.002262965,0.04227483,0.06747058,-0.02880926,0.0002698898,0.03408277,-0.02410542,-0.01508307,0.003428936,0.01024775,0.02295971,0.07300812,-0.02702683,-0.002435207,0.03012046,-0.0244604,-0.01272249,-0.001746655,0.01511227,0.0008690357,0.07505059,-0.02121262,-0.00148797,0.0238294,-0.01875721,-0.006601214,-0.007105619,-0.009097546,-0.02890527,-0.06754199,-0.005599961,0.02231658,-0.01131457,-0.009767219,0.02202022,-0.001575232,-0.01067872,0.02114344,0.004248589,-0.005174175,-0.004763722,-0.05294803,-0.002033316,0.02898109,-0.002672881,-0.009412244,0.01965964,0.003600359,-0.01638191,0.01502216,0.009607553,61.43536,118.5646,50.57346,129.4265,96.12183,83.87817,52.65166,127.3483,43.64874
11,right,idle,0.00314486,0.01126933,-0.01108748,-0.022617,0.01111698,0.005697489,-0.02699019,0.01387608,0.01488364,-0.02067538,0.01230538,0.02560061,-0.02876611,0.0525074,0.0533852,-0.02093797,0.006413102,0.03279075,-0.01783826,-0.01289845,0.01240325,-0.0100224,0.04506326,0.0649108,-0.02860875,-0.005441785,0.03381729,-0.01946438,-0.02051497,0.004538953,0.002635479,0.02885044,0.07157552,-0.02595663,-0.007592082,0.03020319,-0.02030085,-0.01871765,-0.0008662343,0.01306733,0.008952618,0.07490543,-0.01654482,-0.001747251,0.02726257,-0.01759966,-0.01136541,-0.002641559,9.68948E-05,-0.03392744,-0.06559482,-0.01107293,0.01929903,-0.01255214,-0.01531,0.01836312,-0.003050625,-0.01984367,0.01405299,-0.0003892779,-0.002740219,-0.008723617,-0.05239746,-0.009446807,0.02691555,-0.004687846,-0.01447354,0.0165658,0.002354562,-0.02254486,0.006700754,0.001386046,74.93172,105.0683,38.49037,141.5096,100.3967,79.60331,55.56382,124.4362,39.21717
